state,district,year,month,avg_groundwater_level,monthly_avg_rainfall,rain_lag_1,rain_lag_3,rain_lag_6,cumulative_rain_3m,monthly_avg_soil_moisture_15cm,soil_moisture_lag_1,soil_moisture_lag_3,month_sin,month_cos,groundwater_lag_1,groundwater_lag_3,groundwater_lag_6,groundwater_rolling_3,groundwater_rolling_6
Punjab,Amritsar,2022.0,1.0,14.990625,4.387709263612903,0.0,1.2679140056451612,8.133512226645161,4.436472467346237,20.975548773913044,12.913103912903226,19.402508024,0.49999999999999994,0.8660254037844387,14.990625,14.990625,14.990625,14.990625,14.990625
Punjab,Amritsar,2022.0,2.0,14.990625,1.08386609575,4.387709263612903,0.0487632037333333,2.690151133064516,5.471575359362904,18.596179575,20.975548773913044,17.446969149999997,0.8660254037844386,0.5000000000000001,14.990625,14.990625,14.990625,14.990625,14.990625
Punjab,Amritsar,2022.0,3.0,14.990625,0.0259859388064516,1.08386609575,0.0,8.1350890979,5.497561298169355,13.800530912903229,18.596179575,12.913103912903226,1.0,6.123233995736766e-17,14.990625,14.990625,14.990625,14.990625,14.990625
Punjab,Amritsar,2022.0,4.0,14.990625,0.0237832157333333,0.0259859388064516,4.387709263612903,1.2679140056451612,1.1336352502897848,9.91482147,13.800530912903229,20.975548773913044,0.8660254037844387,-0.4999999999999998,14.990625,14.990625,14.990625,14.990625,14.990625
Punjab,Amritsar,2022.0,5.0,15.684545454545455,0.3099782973741935,0.0237832157333333,1.08386609575,0.0487632037333333,0.3597474519139784,9.19517847,9.91482147,18.596179575,0.49999999999999994,-0.8660254037844387,14.990625,14.990625,14.990625,15.221931818181817,15.10627840909091
Punjab,Amritsar,2022.0,6.0,15.684545454545455,1.94284929286,0.3099782973741935,0.0259859388064516,0.0,2.2766108059675267,11.57594892397,9.19517847,13.800530912903229,1.2246467991473532e-16,-1.0,15.684545454545455,14.990625,14.990625,15.453238636363636,15.22193181818182
Punjab,Amritsar,2022.0,7.0,15.684545454545455,8.790786667806453,1.94284929286,0.0237832157333333,4.387709263612903,11.043614258040646,19.850793219768,11.57594892397,9.91482147,-0.4999999999999997,-0.8660254037844388,15.684545454545455,14.990625,14.990625,15.684545454545455,15.337585227272728
Punjab,Amritsar,2022.0,8.0,15.684545454545455,4.504004736258064,8.790786667806453,0.3099782973741935,1.08386609575,15.237640696924515,18.349760960786668,19.850793219768,9.19517847,-0.8660254037844385,-0.5000000000000004,15.684545454545455,15.684545454545455,14.990625,15.684545454545455,15.453238636363636
Punjab,Amritsar,2022.0,9.0,15.684545454545455,3.6040476076666663,4.504004736258064,1.94284929286,0.0259859388064516,16.898839011731184,13.122122105223331,18.349760960786668,11.57594892397,-1.0,-1.8369701987210297e-16,15.684545454545455,15.684545454545455,14.990625,15.684545454545455,15.568892045454545
Punjab,Amritsar,2022.0,10.0,15.684545454545455,0.1292917732290322,3.6040476076666663,8.790786667806453,0.0237832157333333,8.237344117153764,12.9402216324,13.122122105223331,19.850793219768,-0.8660254037844386,0.5000000000000001,15.684545454545455,15.684545454545455,14.990625,15.684545454545455,15.684545454545455
Punjab,Amritsar,2022.0,11.0,15.684545454545455,0.1886967930266666,0.1292917732290322,4.504004736258064,0.3099782973741935,3.9220361739223657,11.00371481826207,12.9402216324,18.349760960786668,-0.5000000000000004,0.8660254037844384,15.684545454545455,15.684545454545455,15.684545454545455,15.684545454545455,15.684545454545455
Punjab,Amritsar,2022.0,12.0,15.684545454545455,0.0518535844419354,0.1886967930266666,3.6040476076666663,1.94284929286,0.3698421506976344,10.071034566203227,11.00371481826207,13.122122105223331,-2.4492935982947064e-16,1.0,15.684545454545455,15.684545454545455,15.684545454545455,15.684545454545455,15.684545454545455
Punjab,Amritsar,2023.0,1.0,15.684545454545455,0.6296014601548386,0.0518535844419354,0.1292917732290322,8.790786667806453,0.8701518376234407,11.46062282397,10.071034566203227,12.9402216324,0.49999999999999994,0.8660254037844387,15.684545454545455,15.684545454545455,15.684545454545455,15.684545454545455,15.684545454545455
Punjab,Amritsar,2023.0,2.0,15.684545454545455,0.0186830846071428,0.6296014601548386,0.1886967930266666,4.504004736258064,0.700138129203917,10.206935623822222,11.46062282397,11.00371481826207,0.8660254037844386,0.5000000000000001,15.684545454545455,15.684545454545455,15.684545454545455,15.684545454545455,15.684545454545455
Punjab,Amritsar,2023.0,3.0,15.684545454545455,1.5112365453580647,0.0186830846071428,0.0518535844419354,3.6040476076666663,2.1595210901200463,12.31033076124,10.206935623822222,10.071034566203227,1.0,6.123233995736766e-17,15.684545454545455,15.684545454545455,15.684545454545455,15.684545454545455,15.684545454545455
